"","studygroup","pellgrant","science","socsci","specificity","constructiveness","positivity","whitestudent","female","relgrade","femalefaculty","facultygrades","yrs_experience","class_size","student_num"
"636",1,0,1,0,5,5,3.33333325386047,1,1,1.25423729419708,0,1.01099896430969,3,3,1413
"637",1,0,1,0,2.33333325386047,1.66666662693024,5,0,0,1.04964542388916,0,1.01099896430969,3,1,1094
"638",3,0,1,0,2,2,5,0,1,1,0,1.01099896430969,3,3,353
"639",2,0,1,0,4,2.66666674613953,5,1,1,1.11111116409302,0,1.01099896430969,3,3,302
"640",2,0,1,0,3.66666674613953,4.33333349227905,3.66666674613953,1,0,1.04575169086456,0,1.01099896430969,3,1,1207
"641",2,0,1,0,2.66666674613953,3,4,1,1,1.15774238109589,0,1.01099896430969,3,1,950
"642",1,0,1,0,3.66666674613953,2.66666674613953,4.66666650772095,1,0,1,0,1.01099896430969,3,1,1306
"643",2,0,1,0,2,2,5,1,1,1.08029198646545,0,1.01099896430969,3,3,354
"644",2,0,1,0,3.33333325386047,2.33333325386047,5,1,1,1,0,1.01099896430969,3,3,171
"645",2,0,1,0,3.33333325386047,2.33333325386047,5,0,0,1,0,1.01099896430969,3,3,21
"646",1,0,1,0,4.33333349227905,2.66666674613953,4.66666650772095,1,0,1.06451606750488,0,1.01099896430969,3,2,1333
"647",2,1,1,0,2.33333325386047,2.33333325386047,4.66666650772095,0,1,0.923076927661896,0,1.01099896430969,3,3,225
"648",3,0,1,0,1,1.66666662693024,3.66666674613953,1,1,0.89552241563797,0,1.01099896430969,3,3,60
"649",1,0,1,0,1.66666662693024,2,5,1,0,0.980132460594177,0,1.01099896430969,3,3,152
"650",1,0,1,0,3.33333325386047,3.66666674613953,3,1,1,0.923076927661896,0,1.01099896430969,3,3,198
"651",1,0,1,0,3.33333325386047,2.66666674613953,5,1,1,1.02777779102325,0,1.01099896430969,3,1,1247
"652",3,0,1,0,3,2.66666674613953,5,1,0,1.16535437107086,0,1.01099896430969,3,1,1123
"653",3,1,1,0,1,1.66666662693024,5,0,0,0.66006600856781,0,1.01099896430969,3,3,181
"654",1,0,1,0,4,3.66666674613953,4,1,1,1.03496503829956,0,1.01099896430969,3,3,337
"655",3,0,1,0,2.33333325386047,2.66666674613953,5,1,1,0.992481172084808,0,1.01099896430969,3,3,587
"656",3,1,1,0,2.66666674613953,2.66666674613953,5,0,1,0.839160859584808,0,1.01099896430969,3,3,325
"657",3,0,1,0,2.33333325386047,2.33333325386047,3,1,0,1.26984131336212,0,1.01099896430969,3,1,505
"658",1,1,1,0,2.33333325386047,2.66666674613953,5,0,1,0.944881916046143,0,1.01099896430969,3,3,309
"659",2,0,1,0,3.33333325386047,4.33333349227905,2.66666674613953,1,0,0.947368443012238,0,1.01099896430969,3,3,75
"660",1,1,1,0,4.66666650772095,3,5,1,1,1,0,1.01099896430969,3,3,282
"661",3,0,1,0,1.66666662693024,2,5,0,0,0.930232584476471,0,1.01099896430969,3,3,292
"662",2,0,1,0,3.66666674613953,2.33333325386047,4.66666650772095,1,1,1.00680267810822,0,1.01099896430969,3,3,263
"663",1,1,1,0,2.33333325386047,2.66666674613953,5,1,1,0.812127768993378,0,1.01099896430969,3,3,116
"664",1,0,1,0,3,3.33333325386047,5,1,1,1.03653800487518,0,1.01099896430969,3,1,895
"665",3,0,1,0,2.33333325386047,3.66666674613953,4.33333349227905,1,0,1.06666672229767,0,1.01099896430969,3,2,933
"666",1,0,1,0,4,3.33333325386047,5,1,0,1.07317066192627,0,1.01099896430969,3,3,215
"667",2,0,1,0,3.66666674613953,4.33333349227905,3.33333325386047,1,0,0.923076927661896,0,1.01099896430969,3,3,87
"668",1,0,1,0,4.66666650772095,4,4.33333349227905,1,1,0.961038947105408,0,1.01099896430969,3,3,642
"669",1,0,1,0,1.33333337306976,2,5,1,1,0.986666679382324,0,1.01099896430969,3,3,664
"670",3,0,1,0,3.33333325386047,1.66666662693024,5,1,1,1.03653800487518,0,1.01099896430969,3,3,279
"671",2,0,1,0,2.33333325386047,2,5,1,0,1.03896105289459,0,1.01099896430969,3,2,1310
"672",2,1,1,0,2.66666674613953,2.66666674613953,3,0,0,1.16814160346985,0,1.01099896430969,3,1,1018
"673",1,1,1,0,3,2.66666674613953,5,1,0,NA,0,0.92422091960907,3,3,1295
"674",3,0,1,0,3.66666674613953,3.33333325386047,4,1,1,NA,0,0.92422091960907,3,2,847
"675",3,1,1,0,2.66666674613953,1.66666662693024,5,0,1,0.657142817974091,0,0.92422091960907,3,3,61
"676",1,1,1,0,4.33333349227905,3.66666674613953,4,1,0,1.03896105289459,0,0.92422091960907,3,3,1066
"677",3,0,1,0,3.33333325386047,3,5,1,1,1.01910829544067,0,0.92422091960907,3,3,518
"678",1,0,1,0,4,4,2.66666674613953,1,1,NA,0,0.92422091960907,3,3,1391
"679",2,1,1,0,4,3.33333325386047,2,0,1,NA,0,0.92422091960907,3,3,1157
"680",2,0,1,0,3.66666674613953,4,3,0,1,NA,0,0.92422091960907,3,3,963
"681",2,0,1,0,2.66666674613953,1.66666662693024,5,1,1,NA,0,0.92422091960907,3,3,1180
"682",1,0,1,0,1,1.66666662693024,5,1,1,1,0,0.92422091960907,3,3,1271
"683",2,0,1,0,4,3,3.66666674613953,0,1,1,0,0.92422091960907,3,3,551
"684",2,0,1,0,4,3.33333325386047,4,1,1,1,0,0.92422091960907,3,3,1071
"685",2,0,1,0,2.33333325386047,2.66666674613953,5,0,1,0.879999995231628,0,0.92422091960907,3,3,1390
"686",1,0,1,0,3,3,4.66666650772095,0,0,0.841042876243591,0,0.92422091960907,3,3,807
"687",1,1,1,0,2.66666674613953,3.66666674613953,2.33333325386047,0,1,NA,0,0.92422091960907,3,2,1157
"688",2,0,1,0,3.33333325386047,2,5,1,1,0.75,0,0.92422091960907,3,3,435
"689",3,0,1,0,3,1.66666662693024,5,0,0,1,0,0.92422091960907,3,3,21
"690",1,0,1,0,3.33333325386047,3.33333325386047,3,0,1,0.812127768993378,0,0.92422091960907,3,3,963
"691",2,0,1,0,3,3.33333325386047,2,1,1,0.765957474708557,0,0.92422091960907,3,3,1383
"692",1,0,1,0,3.33333325386047,3,5,1,1,1,0,0.92422091960907,3,3,520
"693",1,0,1,0,4.33333349227905,2.33333325386047,5,1,1,1,0,0.92422091960907,3,3,847
"694",2,0,1,0,1.66666662693024,2.33333325386047,5,0,0,1.12820506095886,0,0.92422091960907,3,3,1105
"695",2,0,1,0,3.66666674613953,3,4.33333349227905,0,0,NA,0,0.92422091960907,3,3,807
"696",1,1,1,0,3,3,4,0,1,0.826446294784546,0,0.92422091960907,3,3,661
"697",1,0,1,0,4,3.66666674613953,4,1,0,0.826674044132233,0,0.92422091960907,3,3,1002
"698",2,1,1,0,3,2.33333325386047,4.33333349227905,1,0,0.942675173282623,0,0.92422091960907,3,3,1295
"699",2,0,1,0,2.66666674613953,2.33333325386047,5,1,0,0.986666679382324,0,0.92422091960907,3,3,1277
"700",2,0,1,0,3,3,4.33333349227905,1,1,NA,0,0.92422091960907,3,3,518
"701",2,0,1,0,3,3.33333325386047,4,0,0,NA,0,0.92422091960907,3,2,21
"702",3,0,1,0,2.66666674613953,2.33333325386047,3.66666674613953,1,0,0.895987510681152,0,0.92422091960907,3,3,705
"703",1,0,1,0,3.33333325386047,3,4,1,1,1.06194686889648,0,0.92422091960907,3,3,562
"704",1,0,1,0,2.66666674613953,2.66666674613953,3.66666674613953,0,1,0.89991819858551,0,0.92422091960907,3,3,1266
"705",1,1,0,0,4.33333349227905,3,5,0,1,1,1,0.981138110160828,3,2,138
"706",1,0,0,0,4,2.66666674613953,4.66666650772095,1,1,1.01910829544067,1,0.981138110160828,3,2,619
"707",2,0,0,0,4,2.66666674613953,4,1,1,1,1,0.981138110160828,3,2,507
"708",2,0,0,0,3,2.33333325386047,5,1,1,1.10447764396667,1,0.981138110160828,3,2,357
"709",2,0,0,0,4.66666650772095,3.33333325386047,5,1,0,1.06843781471252,1,0.981138110160828,3,2,572
"710",1,0,0,0,3,2.33333325386047,5,0,1,0.942857146263123,1,0.981138110160828,3,2,55
"711",3,0,0,0,1.66666662693024,2,5,0,1,0.942857146263123,1,0.981138110160828,3,2,129
"712",2,0,0,0,3.33333325386047,2.66666674613953,5,1,1,0.986666679382324,1,0.981138110160828,3,2,568
"713",3,0,0,0,2.33333325386047,3.33333325386047,4.33333349227905,1,1,1.00680267810822,1,0.981138110160828,3,2,1206
"714",1,0,0,0,4.33333349227905,3.33333325386047,4,1,1,0.923076927661896,1,0.981138110160828,3,2,203
"715",2,0,0,0,4.33333349227905,3,5,1,1,1.05714285373688,1,0.981138110160828,3,2,96
"716",1,1,0,0,4,2.66666674613953,5,0,1,1.02564108371735,1,0.981138110160828,3,2,764
"717",1,0,0,0,3.66666674613953,2.66666674613953,5,1,1,1.10447764396667,1,0.981138110160828,3,2,1405
"718",2,0,0,0,3.66666674613953,3,5,1,1,0.879999995231628,1,0.981138110160828,3,2,216
"719",1,0,0,0,1.33333337306976,2,5,1,1,1,1,0.981138110160828,3,2,564
"720",1,1,0,0,3.33333325386047,3.33333325386047,4.33333349227905,0,0,0.970588207244873,1,0.981138110160828,3,2,318
"721",3,1,0,0,4,3,4,0,0,1.07317066192627,1,0.981138110160828,3,2,748
"722",2,0,0,0,4,3.33333325386047,4,1,1,1.03896105289459,1,0.981138110160828,3,2,650
"723",1,0,0,0,2,2,5,1,0,0.879999995231628,1,0.981138110160828,3,2,816
"724",3,0,0,0,4.33333349227905,3.66666674613953,4,0,0,1.03125,1,0.981138110160828,3,2,77
"725",3,0,0,0,2,2.33333325386047,5,1,0,0.680000007152557,1,0.981138110160828,3,2,1406
"726",3,0,0,0,3.33333325386047,2.66666674613953,5,1,1,0.961038947105408,1,0.981138110160828,3,2,355
"727",2,0,0,0,1.66666662693024,1.66666662693024,5,1,1,0.942857146263123,1,0.981138110160828,3,2,1167
"728",3,0,0,0,1.66666662693024,2.66666674613953,3.66666674613953,0,0,0.877478063106537,1,0.981138110160828,3,2,1417
"729",1,0,0,0,3,3.66666674613953,4,1,1,1.04049491882324,1,0.981138110160828,3,2,557
"730",3,0,0,0,3,3,5,1,1,1.03448271751404,1,0.981138110160828,3,2,176
"731",2,0,0,0,4,3,5,1,1,1,1,0.981138110160828,3,2,1393
"732",2,0,0,0,4,3,5,1,0,0.879999995231628,1,0.981138110160828,3,2,795
"733",1,0,0,0,3.33333325386047,2.33333325386047,5,1,0,1.04575169086456,1,1.01648664474487,3,2,1425
"734",1,0,0,0,4.33333349227905,4,4,0,0,0.942857146263123,1,1.01648664474487,3,2,243
"735",2,0,0,0,4.66666650772095,3.33333325386047,2.66666674613953,0,1,1,1,1.01648664474487,3,1,1225
"736",2,1,0,0,2,2,5,0,0,0.992481172084808,1,1.01648664474487,3,2,436
"737",1,0,0,0,3.66666674613953,3.33333325386047,4,1,0,0.89673912525177,1,1.01648664474487,3,1,986
"738",3,1,0,0,3.33333325386047,2.33333325386047,5,0,1,1,1,1.01648664474487,3,2,325
"739",2,0,0,0,2.33333325386047,2,5,0,1,1,1,1.01648664474487,3,2,149
"740",1,0,0,0,3.33333325386047,2.33333325386047,5,0,0,1.03496503829956,1,1.01648664474487,3,1,461
"741",2,0,0,0,1.66666662693024,2,4.33333349227905,0,0,0.961038947105408,1,1.01648664474487,3,2,344
"742",1,0,0,0,1.33333337306976,1.66666662693024,5,0,1,1.06666672229767,1,1.01648664474487,3,2,287
"743",2,0,0,0,3.66666674613953,3.66666674613953,4,1,1,1.23333334922791,1,1.01648664474487,3,2,289
"744",2,0,0,0,3.33333325386047,2.33333325386047,5,1,1,1.01910829544067,1,1.01648664474487,3,1,858
"745",1,0,0,0,3.66666674613953,3,5,1,1,1.11278200149536,1,1.01648664474487,3,2,59
"746",2,0,0,0,2,2.33333325386047,5,1,1,1.01910829544067,1,1.01648664474487,3,1,498
"747",3,0,0,0,2.33333325386047,2.33333325386047,5,1,1,0.941715478897095,1,1.01648664474487,3,2,121
"748",3,0,0,0,1.66666662693024,1.66666662693024,5,1,1,1.06666672229767,1,1.01648664474487,3,2,234
"749",1,0,0,0,3.66666674613953,3,4,1,0,1.01538455486298,1,1.01648664474487,3,2,87
"750",3,1,0,0,3,3.66666674613953,3.33333325386047,0,1,1.02197241783142,1,1.01648664474487,3,1,663
"751",2,0,0,0,3.66666674613953,3,5,1,1,0.942675173282623,1,1.01648664474487,3,2,285
"752",1,0,1,0,1.66666662693024,3.33333325386047,4,1,0,NA,0,0.927793085575104,3,2,438
"753",3,0,1,0,2.66666674613953,2.66666674613953,4,0,0,NA,0,0.927793085575104,3,2,471
"754",2,0,1,0,4.33333349227905,4.33333349227905,2,1,0,NA,0,0.927793085575104,3,2,1187
"755",3,0,1,0,5,3.33333325386047,5,0,0,NA,0,0.927793085575104,3,2,404
"756",3,0,1,0,4.66666650772095,3.66666674613953,2.66666674613953,1,1,0.800000011920929,0,0.927793085575104,3,3,421
"757",2,0,1,0,3.33333325386047,2.66666674613953,5,1,1,NA,0,0.927793085575104,3,2,773
"758",3,0,1,0,2,2,3.66666674613953,1,0,NA,0,0.927793085575104,3,2,794
"759",2,0,1,0,4.33333349227905,4.33333349227905,2.33333325386047,1,0,1,0,0.927793085575104,3,3,1288
"760",1,0,1,0,2.66666674613953,2.33333325386047,5,1,0,0.862745106220245,0,0.927793085575104,3,3,1006
"761",1,0,1,0,1,1.66666662693024,4.66666650772095,1,0,NA,0,0.927793085575104,3,2,699
"762",1,0,1,0,4.33333349227905,3,5,1,1,0.657142817974091,0,0.927793085575104,3,3,1072
"763",2,1,1,0,3.33333325386047,3,3,0,1,NA,0,0.927793085575104,3,2,542
"764",1,0,1,0,4.33333349227905,3.33333325386047,5,1,1,0.980132460594177,0,0.927793085575104,3,3,1014
"765",1,0,1,0,4,2.33333325386047,5,1,0,NA,0,0.927793085575104,3,2,453
"766",3,0,1,0,3.66666674613953,3,4.33333349227905,1,1,0.657142817974091,0,0.927793085575104,3,3,978
"767",2,0,1,0,4.66666650772095,4.33333349227905,4,1,1,0.875912427902222,0,0.927793085575104,3,3,1088
"768",2,0,1,0,1.66666662693024,2,5,1,1,0.897959172725677,0,0.927793085575104,3,3,888
"769",1,0,1,0,3.66666674613953,3,4.66666650772095,0,0,1.09289622306824,0,0.927793085575104,3,3,838
"770",3,0,1,0,4.66666650772095,2.33333325386047,4,1,0,NA,0,0.927793085575104,3,2,559
"771",3,0,1,0,3.66666674613953,3,5,1,0,0.942675173282623,0,0.927793085575104,3,3,926
"772",1,0,1,0,3.66666674613953,2.33333325386047,3.66666674613953,0,0,NA,0,0.927793085575104,3,2,550
"773",3,0,1,0,1.66666662693024,1.66666662693024,3,1,0,1.03932583332062,0,0.927793085575104,3,3,554
"774",1,0,1,0,1.66666662693024,1.66666662693024,3,0,1,NA,0,0.927793085575104,3,2,1282
"775",2,0,1,0,3,4,4,1,1,NA,0,0.927793085575104,3,2,693
"776",2,0,1,0,1.66666662693024,2,5,0,1,NA,0,0.927793085575104,3,2,722
"777",1,0,1,0,2.33333325386047,2.33333325386047,4.33333349227905,0,0,NA,0,0.927793085575104,3,2,1140
"778",2,1,1,0,4,2.66666674613953,5,0,0,NA,0,0.927793085575104,3,2,393
"779",1,1,1,0,1.66666662693024,2.33333325386047,3,0,1,NA,0,0.927793085575104,3,2,749
"780",2,0,1,0,4.33333349227905,3.33333325386047,5,1,0,NA,0,0.927793085575104,3,2,820
"781",2,0,1,0,4.33333349227905,3.33333325386047,1.66666662693024,1,0,NA,0,0.927793085575104,3,2,1287
"782",3,0,1,0,2,2,5,0,1,1,0,0.927793085575104,3,3,1027
"783",1,0,1,0,2.66666674613953,2.66666674613953,5,1,1,NA,0,0.927793085575104,3,2,430
"784",1,0,1,0,1.33333337306976,2,5,0,0,NA,0,0.927793085575104,3,2,457
"785",3,0,1,0,2,2.33333325386047,5,0,0,NA,0,0.927793085575104,3,2,474
"786",2,0,1,0,3,2.33333325386047,5,1,0,NA,0,0.927793085575104,3,3,768
"787",1,1,1,0,2,2.66666674613953,5,1,0,1.06666672229767,0,0.927793085575104,3,3,903
"788",1,0,1,0,2.66666674613953,3.33333325386047,4.33333349227905,1,0,1,0,0.927793085575104,3,3,846
"789",1,1,1,0,1.66666662693024,1.66666662693024,3,1,0,NA,0,0.927793085575104,3,2,1174
"790",1,0,1,0,2,2.33333325386047,5,0,0,0.879999995231628,0,0.927793085575104,3,3,406
"791",2,0,1,0,2,2.33333325386047,5,0,0,1.00680267810822,0,0.927793085575104,3,3,916
"792",3,0,1,0,2.66666674613953,2.33333325386047,3.33333325386047,1,0,NA,0,0.927793085575104,3,2,1330
"793",1,0,1,0,4.33333349227905,4,4,0,1,NA,0,0.927793085575104,3,2,569
"794",3,0,1,0,2,2,5,1,0,0.89991819858551,0,0.927793085575104,3,3,832
"795",2,1,1,0,2.66666674613953,2.66666674613953,2,0,1,NA,0,0.927793085575104,3,2,580
"796",3,1,1,0,2.33333325386047,2,5,0,0,NA,0,0.927793085575104,3,2,594
"797",2,0,1,0,3.66666674613953,2.66666674613953,5,1,1,1.01910829544067,0,0.927793085575104,3,3,896
"798",3,0,1,0,2,2,5,1,0,NA,0,0.927793085575104,3,2,547
"799",2,0,1,0,1.33333337306976,2.33333325386047,4.66666650772095,0,1,NA,0,0.927793085575104,3,2,738
"800",2,0,1,0,1,1,3,0,0,NA,0,0.927793085575104,3,2,1116
"801",2,0,1,0,2.33333325386047,1.66666662693024,5,1,0,NA,0,0.927793085575104,3,2,586
"802",1,0,1,0,2.33333325386047,2.33333325386047,3,0,0,NA,0,0.927793085575104,3,2,951
"803",1,1,1,0,5,3,5,1,0,0.949640274047852,0,0.927793085575104,3,3,758
"804",2,0,1,0,3.66666674613953,3,3,0,1,0.800000011920929,0,0.864960134029388,3,3,1093
"805",2,0,1,0,3.33333325386047,2.33333325386047,5,0,0,0.722804486751556,0,0.864960134029388,3,3,1300
"806",1,0,1,0,2.66666674613953,2.33333325386047,5,1,0,0.917150735855103,0,0.864960134029388,3,2,604
"807",2,0,1,0,3.66666674613953,2.66666674613953,4,1,0,1,0,0.864960134029388,3,3,1301
"808",3,0,1,0,3.33333325386047,3,1,1,1,0.60198301076889,0,0.864960134029388,3,2,803
"809",1,1,1,0,4.33333349227905,3.66666674613953,3.66666674613953,0,0,0.876028656959534,0,0.864960134029388,3,2,1222
"810",2,0,1,0,2.66666674613953,2,4.66666650772095,1,0,0.961258351802826,0,0.864960134029388,3,2,462
"811",1,0,1,0,4.33333349227905,4.66666650772095,4,1,0,0.800000011920929,0,0.864960134029388,3,3,1402
"812",2,0,1,0,2,1.66666662693024,4.66666650772095,0,0,1.01910829544067,0,0.864960134029388,3,2,841
"813",1,0,1,0,3.33333325386047,3.66666674613953,4.66666650772095,1,1,0.676470577716827,0,0.864960134029388,3,2,1249
"814",1,0,1,0,3.33333325386047,3,1,1,1,0.882352948188782,0,0.864960134029388,3,3,1267
"815",1,0,1,0,1,1.66666662693024,5,0,0,1.05263161659241,0,0.864960134029388,3,2,1042
"816",2,1,1,0,4.33333349227905,4.66666650772095,3.66666674613953,0,0,0.261682242155075,0,0.864960134029388,3,2,594
"817",3,0,1,0,3.33333325386047,2.33333325386047,4,1,1,0.963503658771515,0,0.864960134029388,3,3,888
"818",1,0,1,0,2.33333325386047,3.33333325386047,4.66666650772095,1,0,1.00680267810822,0,0.864960134029388,3,2,820
"819",1,0,1,0,3.66666674613953,2.33333325386047,5,1,0,0.89991819858551,0,0.864960134029388,3,2,617
"820",2,1,1,0,4,3.66666674613953,1.33333337306976,0,0,0.368421047925949,0,0.864960134029388,3,3,1296
"821",2,0,1,0,3,2,5,1,0,0.818107426166534,0,0.864960134029388,3,3,1220
"822",2,0,1,0,3.66666674613953,3.66666674613953,5,0,1,0.944881916046143,0,0.864960134029388,3,2,722
"823",1,0,1,0,3.33333325386047,3.66666674613953,3.66666674613953,1,1,1.00899922847748,0,0.864960134029388,3,3,1314
"824",3,0,1,0,2.66666674613953,2,5,0,0,0.961258351802826,0,0.864960134029388,3,2,909
"825",3,0,1,0,3,2.33333325386047,5,1,1,0.976510941982269,0,0.864960134029388,3,2,693
"826",3,0,1,0,2.33333325386047,1.66666662693024,5,0,0,0.653846144676208,0,0.864960134029388,3,3,1387
"827",1,1,1,0,2,2,2.66666674613953,0,0,0.900090038776398,0,0.864960134029388,3,3,1158
"828",1,0,1,0,1.66666662693024,2.33333325386047,3,0,0,0.92800897359848,0,0.864960134029388,3,3,1171
"829",2,0,1,0,2,1.66666662693024,5,1,0,0.833333313465118,0,0.864960134029388,3,2,969
"830",2,0,1,0,1,1.66666662693024,5,1,0,1.33333337306976,0,0.864960134029388,3,2,625
"831",3,1,1,0,2,1.66666662693024,5,0,0,0.714063942432404,0,0.864960134029388,3,2,1104
"832",3,1,1,0,1.66666662693024,1.66666662693024,5,1,0,0.857142865657806,0,0.864960134029388,3,3,1364
"833",1,1,1,0,2,3.66666674613953,3.66666674613953,0,0,0.727272748947144,0,0.864960134029388,3,3,1155
"834",1,0,1,0,4,3.33333325386047,5,1,0,1.06666672229767,0,0.864960134029388,3,2,496
"835",2,0,1,0,1.33333337306976,1.66666662693024,3,0,1,1.04575169086456,0,0.864960134029388,3,3,1112
"836",2,0,1,0,3.66666674613953,3.66666674613953,4.33333349227905,1,0,0.889152348041534,0,0.864960134029388,3,2,413
"837",1,0,1,0,4.66666650772095,4.33333349227905,3.66666674613953,1,0,0.86239218711853,0,0.864960134029388,3,3,1118
"838",3,0,1,0,2.33333325386047,2.33333325386047,5,0,0,0.942675173282623,0,0.864960134029388,3,2,786
"839",1,0,0,1,4,3,4.66666650772095,0,0,0.961038947105408,0,0.938626825809479,3,1,701
"840",2,0,0,1,2,2.33333325386047,4,1,0,0.850099205970764,0,0.938626825809479,3,1,504
"841",1,1,0,1,3.33333325386047,3.33333325386047,4.33333349227905,0,0,1.12485933303833,0,0.938626825809479,3,1,256
"842",2,0,0,1,2.66666674613953,2.66666674613953,4,1,0,0.548387110233307,0,0.938626825809479,3,2,740
"843",1,0,0,1,3.66666674613953,3.33333325386047,4.66666650772095,1,0,1,0,0.938626825809479,3,2,450
"844",3,0,0,1,5,3,5,1,0,1.16516160964966,0,0.938626825809479,3,2,305
"845",3,1,0,1,3,2.33333325386047,3.33333325386047,1,1,0.986666679382324,0,0.938626825809479,3,1,946
"846",3,0,0,1,4.33333349227905,3.33333325386047,5,1,1,1.14285719394684,0,0.938626825809479,3,2,261
"847",2,1,0,1,3.66666674613953,3.66666674613953,4.66666650772095,0,1,0.923076927661896,0,0.938626825809479,3,1,764
"848",1,0,0,1,3.33333325386047,3,4.66666650772095,1,0,0.992481172084808,0,0.938626825809479,3,2,721
"849",3,0,0,1,3,2.66666674613953,4,1,0,0.788321197032928,0,0.938626825809479,3,2,136
"850",1,0,0,1,3.66666674613953,4,4,1,0,0.902255654335022,0,0.938626825809479,3,1,906
"851",1,1,0,1,4,4,2.66666674613953,0,1,0.776699006557465,0,0.938626825809479,3,1,241
"852",1,0,0,1,1.66666662693024,2.33333325386047,5,1,0,NA,0,0.938626825809479,3,1,737
"853",2,0,0,1,3.66666674613953,3.33333325386047,1.66666662693024,1,1,0.833333313465118,0,0.938626825809479,3,1,335
"854",1,0,0,1,4.66666650772095,3.33333325386047,5,1,1,0.972622513771057,0,0.938626825809479,3,2,364
"855",3,0,0,1,3.33333325386047,3,3.66666674613953,1,1,1.01910829544067,0,0.938626825809479,3,1,74
"856",3,0,0,1,4.66666650772095,2.66666674613953,5,0,1,1.11888110637665,0,0.938626825809479,3,2,723
"857",2,0,0,1,3,3,4,1,1,0.902255654335022,0,0.938626825809479,3,2,587
"858",1,0,0,1,4.33333349227905,4.33333349227905,4,1,1,0.68656712770462,0,0.938626825809479,3,2,185
"859",2,0,0,1,4.33333349227905,3,5,1,1,0.876493990421295,0,0.938626825809479,3,1,1430
"860",2,0,0,1,2,2,3,1,1,0.980132460594177,0,0.938626825809479,3,1,23
"861",2,1,0,1,4,3.66666674613953,5,1,1,0.876493990421295,0,0.938626825809479,3,2,1431
"862",1,0,0,1,4,4.66666650772095,4.33333349227905,0,1,0.980132460594177,0,0.938626825809479,3,2,222
"863",1,1,0,1,1.33333337306976,2,5,0,0,1.13793098926544,0,0.938626825809479,3,1,382
"864",1,0,0,1,2.66666674613953,3,4.66666650772095,1,1,0.942675173282623,0,0.938626825809479,3,1,915
"865",2,0,0,1,3.33333325386047,2.33333325386047,5,1,0,0.765957474708557,0,0.938626825809479,3,2,253
"866",3,0,0,1,4.33333349227905,4.33333349227905,3,1,0,NA,0,0.938626825809479,3,2,677
"867",2,0,0,1,4.66666650772095,3.66666674613953,5,1,1,1.08843541145325,0,0.938626825809479,3,2,608
"868",2,1,0,0,1.66666662693024,2.33333325386047,5,0,0,0.870967745780945,1,0.933285772800446,1,1,53
"869",1,0,0,0,3.33333325386047,2.33333325386047,5,1,1,1.00426816940308,1,0.933285772800446,1,1,46
"870",2,0,0,0,4.33333349227905,3,5,1,1,1.01910829544067,1,0.933285772800446,1,2,487
"871",1,1,0,0,3.33333325386047,2.66666674613953,5,0,0,0.923076927661896,1,0.933285772800446,1,2,763
"872",2,0,0,0,2.66666674613953,3.33333325386047,4,1,1,0.89991819858551,1,0.933285772800446,1,1,1068
"873",2,0,0,0,3,4,4,1,0,0.900090038776398,1,0.933285772800446,1,2,640
"874",3,0,0,0,3,2.66666674613953,5,1,1,0.882352948188782,1,0.933285772800446,1,1,1215
"875",2,0,0,0,4.33333349227905,3.33333325386047,5,1,1,0.99703586101532,1,0.933285772800446,1,1,708
"876",1,0,0,0,1.66666662693024,2,5,1,0,0.923076927661896,1,0.933285772800446,1,2,653
"877",2,0,0,0,2.66666674613953,2.33333325386047,5,1,0,0.902255654335022,1,0.933285772800446,1,1,1326
"878",3,0,0,0,1.66666662693024,2.33333325386047,5,0,0,1.08029198646545,1,0.933285772800446,1,2,497
"879",3,0,0,0,2.33333325386047,1.66666662693024,4.66666650772095,0,1,0.942857146263123,1,0.933285772800446,1,1,12
"880",3,0,0,0,2.33333325386047,2.33333325386047,5,1,0,0.902255654335022,1,0.933285772800446,1,2,1153
"881",1,0,0,0,2.66666674613953,2.66666674613953,5,1,0,0.934050381183624,1,0.933285772800446,1,1,948
"882",1,0,0,0,4,2.66666674613953,5,1,0,0.862745106220245,1,0.933285772800446,1,2,769
"883",1,0,0,0,4.33333349227905,3,5,1,0,0.891530454158783,1,0.933285772800446,1,2,897
"884",2,0,0,0,3,3,4.66666650772095,0,0,0.882352948188782,1,0.933285772800446,1,2,428
"885",2,0,0,0,4,3.33333325386047,2.33333325386047,1,0,0.851063847541809,1,0.933285772800446,1,1,1201
"886",2,0,0,0,3.66666674613953,4,4.33333349227905,0,0,0.942857146263123,1,0.933285772800446,1,2,835
"887",1,0,0,0,4.33333349227905,4.33333349227905,4.33333349227905,1,1,0.923076927661896,1,0.933285772800446,1,2,812
"888",1,0,0,0,3.66666674613953,2.66666674613953,5,1,1,0.948717951774597,1,0.933285772800446,1,1,1385
"889",1,0,0,0,4.66666650772095,3,5,1,0,0.867302715778351,1,0.933285772800446,1,1,1429
"890",2,0,0,0,2.33333325386047,2.33333325386047,5,1,1,1.01910829544067,1,0.933285772800446,1,2,670
"891",1,0,0,0,4,3,5,1,1,1.01910829544067,1,0.933285772800446,1,1,148
"892",1,1,0,0,4.33333349227905,2.33333325386047,4.66666650772095,1,0,0.942675173282623,1,0.933285772800446,1,2,523
"893",3,0,0,0,3,2.33333325386047,5,1,0,0.942675173282623,1,0.928719162940979,1,4,534
"894",1,1,0,0,3.66666674613953,4,3.66666674613953,0,1,1,1,0.928719162940979,1,1,1322
